orig_result,0_loss_pro,0_loss_neg,0_win_pro,0_win_neg,0_draw_pro,0_draw_neg,0_area_score,1_loss_pro,1_loss_neg,1_win_pro,1_win_neg,1_draw_pro,1_draw_neg,1_area_score,2_loss_pro,2_loss_neg,2_win_pro,2_win_neg,2_draw_pro,2_draw_neg,2_area_score,3_loss_pro,3_loss_neg,3_win_pro,3_win_neg,3_draw_pro,3_draw_neg,3_area_score,4_loss_pro,4_loss_neg,4_win_pro,4_win_neg,4_draw_pro,4_draw_neg,4_area_score,5_loss_pro,5_loss_neg,5_win_pro,5_win_neg,5_draw_pro,5_draw_neg,5_area_score,6_loss_pro,6_loss_neg,6_win_pro,6_win_neg,6_draw_pro,6_draw_neg,6_area_score,7_loss_pro,7_loss_neg,7_win_pro,7_win_neg,7_draw_pro,7_draw_neg,7_area_score,8_loss_pro,8_loss_neg,8_win_pro,8_win_neg,8_draw_pro,8_draw_neg,8_area_score,9_loss_pro,9_loss_neg,9_win_pro,9_win_neg,9_draw_pro,9_draw_neg,9_area_score
orig_result,0_loss_pro,0_loss_neg,0_win_pro,0_win_neg,0_draw_pro,0_draw_neg,0_area_score,1_loss_pro,1_loss_neg,1_win_pro,1_win_neg,1_draw_pro,1_draw_neg,1_area_score,2_loss_pro,2_loss_neg,2_win_pro,2_win_neg,2_draw_pro,2_draw_neg,2_area_score,3_loss_pro,3_loss_neg,3_win_pro,3_win_neg,3_draw_pro,3_draw_neg,3_area_score,4_loss_pro,4_loss_neg,4_win_pro,4_win_neg,4_draw_pro,4_draw_neg,4_area_score,5_loss_pro,5_loss_neg,5_win_pro,5_win_neg,5_draw_pro,5_draw_neg,5_area_score,6_loss_pro,6_loss_neg,6_win_pro,6_win_neg,6_draw_pro,6_draw_neg,6_area_score,7_loss_pro,7_loss_neg,7_win_pro,7_win_neg,7_draw_pro,7_draw_neg,7_area_score,8_loss_pro,8_loss_neg,8_win_pro,8_win_neg,8_draw_pro,8_draw_neg,8_area_score,9_loss_pro,9_loss_neg,9_win_pro,9_win_neg,9_draw_pro,9_draw_neg,9_area_score
1.0,1262,50599,39968,0,59,17935,29,0,58797,50021,0,59,19989,32,1262,38580,36141,0,65,17344,22,0,61653,52461,0,59,19989,32,0,38649,35270,0,65,16082,24,0,63842,57150,0,59,22517,32
1.0,0,42547,30438,0,5,7506,22,0,48188,42091,0,5,12208,26,0,35055,24844,0,5,7881,9,0,47256,42971,0,5,12208,26,0,27278,21241,0,15,7047,8,0,49657,44824,0,5,12208,26
1.0,1862,49061,45810,0,42,15744,29,1862,58948,52601,0,39,16293,34,604,42025,35314,0,55,12996,13,1862,60910,53529,0,39,17107,34,604,36125,30933,0,78,17109,13,604,54314,51436,0,61,17292,29
1.0,7523,12070,13390,1867,65,6488,2,6797,12070,14648,1867,65,7187,2,5704,9858,9116,2740,65,5887,-1,5602,12070,14648,1867,65,8085,2,5704,9923,6775,2740,79,5075,-2,4428,12070,14648,1867,92,8085,2
1.0,2996,5262,7624,754,121,6907,4,948,6541,11664,754,58,9335,19,9080,5863,3601,6192,52,4027,-15,948,6541,11664,754,110,9335,19,10207,5312,3601,6192,54,4932,-19,948,6541,12556,754,120,9335,19
0.0,35548,0,1666,52987,30,11620,-39,23995,0,2451,42765,32,10866,-28,36589,0,1666,53915,30,10748,-39,20674,0,2451,34344,32,10866,-27,37438,0,1666,53915,43,10748,-39,19854,0,3477,25404,45,12594,-26
0.0,83394,647,2171,98444,1,29712,-66,61687,647,2171,80452,46,28626,-48,68541,647,2171,81907,1,25048,-49,50025,647,2171,67609,46,24708,-51,60839,647,2171,68528,1,24694,-52,42050,647,2171,53552,46,19586,-47
1.0,1327,5624,5022,2091,67,6518,-1,1327,10941,9512,1759,67,8122,4,3352,6021,6008,3821,0,4898,-4,2242,13129,13000,3489,0,6502,1,2242,7051,8081,6467,0,6484,-8,2242,14159,19255,7097,0,7381,-3
1.0,1231,46954,48447,719,0,15736,29,1231,55493,52778,719,0,18758,36,1961,40990,40017,0,8,12553,26,1231,51417,53318,0,8,17487,29,1231,40034,34239,0,16,12576,22,1231,60489,58874,0,0,21300,36
0.0,11091,7313,1616,12580,51,6913,-20,10014,7313,1616,11848,51,6913,-20,10904,5311,1616,13112,51,6913,-23,9122,7313,1616,11083,51,6913,-20,15211,8255,2440,16591,22,4486,-6,8392,6353,1616,9270,52,7494,-19
1.0,1015,56758,62079,0,35,21763,33,1015,63842,71312,0,35,26337,39,1015,50430,53579,0,75,19259,37,1015,64249,70318,0,35,26337,39,1015,46057,45949,0,87,16307,34,1015,72106,80058,0,75,31415,44
1.0,0,18687,16114,835,42,6430,21,0,20858,19267,835,53,7369,22,0,13570,15225,835,42,8438,20,0,30490,44428,0,15,11690,33,0,8320,14266,835,48,6993,19,0,29674,43403,0,21,11690,32
0.0,16270,6184,0,12736,217,3666,-15,14192,6184,0,12098,218,3666,-15,16270,4843,0,12736,223,3666,-15,14578,6184,793,10889,179,2574,-1,17015,3765,793,13196,179,2574,-4,14911,7172,0,10353,171,1842,-2
0.0,42064,917,1770,38737,256,12190,-39,29647,917,2691,33263,256,13137,-32,53987,0,1770,51999,76,16169,-43,22965,0,1912,24589,256,13137,-32,50056,0,1770,49637,76,15586,-43,19482,0,1912,20682,288,12131,-32
1.0,0,24827,22991,1228,344,11591,28,1945,27006,26346,2089,422,11591,19,1041,19926,18137,2089,422,11401,13,904,27006,26346,861,422,11591,19,0,17658,14314,0,344,9822,23,0,33255,37155,861,422,13267,23
1.0,1872,21323,20519,2520,1098,3458,6,1872,22439,21473,2520,1198,3458,6,785,20560,17099,1732,1098,3458,1,1872,22439,21473,2520,1198,3458,6,785,18768,15967,1732,936,3458,0,1872,22439,21473,2520,1198,3458,6
0.0,42794,3696,0,42048,274,10298,-22,30987,3696,0,32238,274,9586,-18,42794,1652,0,43636,283,10298,-22,23555,2044,0,24898,224,7779,-7,36038,0,0,38287,283,10250,-13,17907,2044,0,20376,236,8464,-7
0.0,8794,838,1419,7222,186,2963,-12,5813,838,1419,4415,194,2963,-11,12942,838,1419,9523,141,3695,-16,4887,1841,1419,5140,77,720,4,14278,1841,1419,9516,77,1452,-1,3048,1841,1419,4390,77,1436,5
1.0,0,16918,17921,0,49,13804,7,0,16918,20028,0,58,12428,8,0,13059,15076,0,80,10488,5,0,17689,20028,0,58,12428,8,0,13790,12465,0,90,9466,4,0,18843,22226,0,58,13345,10
0.0,10804,4631,5453,7867,132,4221,-6,7898,6711,5453,7867,155,2580,-2,11611,4631,4435,7867,132,4822,-6,5141,6711,5453,7867,155,1892,4,9403,1886,4435,7867,132,5397,-7,5141,4236,6969,5982,162,1892,1
1.0,0,107531,84116,883,4,29753,41,0,118755,92728,883,4,32227,48,0,103871,75540,1837,4,28867,43,0,108746,90087,883,4,28173,50,0,97662,69750,0,4,26584,43,0,129630,98093,883,4,35240,54
0.0,39293,1101,3301,39314,174,16200,-19,25900,0,3301,30457,174,15293,-15,46185,1101,4052,49936,174,15949,-24,18665,0,2493,21545,183,13259,-13,46185,1101,2444,49936,174,15949,-24,14691,0,3301,14973,195,13460,-16
0.0,23858,3376,885,29166,10,4878,-40,16450,3376,885,19113,10,4674,-34,19249,756,885,29423,29,5716,-36,15586,3913,885,17495,10,4674,-34,26226,756,885,31762,10,7253,-40,14588,3913,885,18498,34,5468,-33
